2024-12-17 19:12:22 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 19:12:590 INFO  AddUserPage :102 - Enter user name : Admin
2024-12-17 19:12:860 INFO  AddUserPage :108 - select user roll from drop down as Admin
2024-12-17 19:12:104 INFO  AddUserPage :115 - select user status from drop down as Enable
2024-12-17 19:12:277 INFO  AddUserPage :120 - Click on search button [[ChromeDriver: chrome on windows (30089ab8cd2b8dab2c0df464976c3119)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 19:12:550 INFO  AddUserPage :151 - Get the records found. [[ChromeDriver: chrome on windows (30089ab8cd2b8dab2c0df464976c3119)] -> xpath: //span[@class = 'oxd-text oxd-text--span']]
2024-12-17 19:12:627 INFO  AddUserPage :124 - get user name from search result [[ChromeDriver: chrome on windows (30089ab8cd2b8dab2c0df464976c3119)] -> xpath: //div[@role='columnheader'or normalize-space()='Username'][2]/ancestor::div[@role='rowgroup']/following-sibling::div[@class='oxd-table-body']//div[@class='oxd-table-cell oxd-padding-cell'][2]]
2024-12-17 19:12:831 INFO  AddUserPage :157 - Clicking on Reset button [[ChromeDriver: chrome on windows (30089ab8cd2b8dab2c0df464976c3119)] -> xpath: //button[normalize-space()='Reset']]
2024-12-17 19:12:15 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 19:12:178 INFO  LoginPage :46 - enter passwordadmin123
2024-12-17 19:12:317 INFO  LoginPage :51 - click on [[ChromeDriver: chrome on windows (56000c75fcfe89c75c0408329347ca1c)] -> xpath: //button[@type='submit']]
2024-12-17 19:12:66 INFO  AddUserPage :76 - Get page title of : [[ChromeDriver: chrome on windows (56000c75fcfe89c75c0408329347ca1c)] -> xpath: //h5]
2024-12-17 19:12:606 INFO  AddUserPage :102 - Enter user name : Orange Test
2024-12-17 19:12:831 INFO  AddUserPage :108 - select user roll from drop down as ESS
2024-12-17 19:12:47 INFO  AddUserPage :115 - select user status from drop down as Enable
2024-12-17 19:12:265 INFO  AddUserPage :120 - Click on search button [[ChromeDriver: chrome on windows (56000c75fcfe89c75c0408329347ca1c)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 19:12:528 INFO  AddUserPage :151 - Get the records found. [[ChromeDriver: chrome on windows (56000c75fcfe89c75c0408329347ca1c)] -> xpath: //span[@class = 'oxd-text oxd-text--span']]
2024-12-17 19:12:210 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 19:12:393 INFO  LoginPage :46 - enter passwordadmin123
2024-12-17 19:12:586 INFO  LoginPage :51 - click on [[ChromeDriver: chrome on windows (932bfb5fbc64cc66bcd87e73c12c1392)] -> xpath: //button[@type='submit']]
2024-12-17 19:12:183 INFO  AddUserPage :76 - Get page title of : [[ChromeDriver: chrome on windows (932bfb5fbc64cc66bcd87e73c12c1392)] -> xpath: //h5]
2024-12-17 19:12:566 INFO  AddUserPage :102 - Enter user name : iivanov643
2024-12-17 19:12:783 INFO  AddUserPage :108 - select user roll from drop down as ESS
2024-12-17 19:12:978 INFO  AddUserPage :115 - select user status from drop down as Enable
2024-12-17 19:12:168 INFO  AddUserPage :120 - Click on search button [[ChromeDriver: chrome on windows (932bfb5fbc64cc66bcd87e73c12c1392)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 19:12:406 INFO  AddUserPage :151 - Get the records found. [[ChromeDriver: chrome on windows (932bfb5fbc64cc66bcd87e73c12c1392)] -> xpath: //span[@class = 'oxd-text oxd-text--span']]
2024-12-17 19:12:466 INFO  AddUserPage :124 - get user name from search result [[ChromeDriver: chrome on windows (932bfb5fbc64cc66bcd87e73c12c1392)] -> xpath: //div[@role='columnheader'or normalize-space()='Username'][2]/ancestor::div[@role='rowgroup']/following-sibling::div[@class='oxd-table-body']//div[@class='oxd-table-cell oxd-padding-cell'][2]]
2024-12-17 19:12:656 INFO  AddUserPage :157 - Clicking on Reset button [[ChromeDriver: chrome on windows (932bfb5fbc64cc66bcd87e73c12c1392)] -> xpath: //button[normalize-space()='Reset']]
2024-12-17 19:12:142 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 19:12:412 INFO  LoginPage :46 - enter passwordadmin123
2024-12-17 19:12:616 INFO  LoginPage :51 - click on [[ChromeDriver: chrome on windows (c1ee0c9318be440516288fdca168ebbd)] -> xpath: //button[@type='submit']]
2024-12-17 19:12:368 INFO  AddUserPage :76 - Get page title of : [[ChromeDriver: chrome on windows (c1ee0c9318be440516288fdca168ebbd)] -> xpath: //h5]
2024-12-17 19:12:745 INFO  AddUserPage :102 - Enter user name : Enakin
2024-12-17 19:12:945 INFO  AddUserPage :108 - select user roll from drop down as ESS
2024-12-17 19:12:144 INFO  AddUserPage :115 - select user status from drop down as Enable
2024-12-17 19:12:348 INFO  AddUserPage :120 - Click on search button [[ChromeDriver: chrome on windows (c1ee0c9318be440516288fdca168ebbd)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 19:12:630 INFO  AddUserPage :151 - Get the records found. [[ChromeDriver: chrome on windows (c1ee0c9318be440516288fdca168ebbd)] -> xpath: //span[@class = 'oxd-text oxd-text--span']]
2024-12-17 19:12:701 INFO  AddUserPage :124 - get user name from search result [[ChromeDriver: chrome on windows (c1ee0c9318be440516288fdca168ebbd)] -> xpath: //div[@role='columnheader'or normalize-space()='Username'][2]/ancestor::div[@role='rowgroup']/following-sibling::div[@class='oxd-table-body']//div[@class='oxd-table-cell oxd-padding-cell'][2]]
2024-12-17 19:12:934 INFO  AddUserPage :157 - Clicking on Reset button [[ChromeDriver: chrome on windows (c1ee0c9318be440516288fdca168ebbd)] -> xpath: //button[normalize-space()='Reset']]
2024-12-17 19:12:598 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 19:12:809 INFO  LoginPage :46 - enter passwordadmin123
2024-12-17 19:12:21 INFO  LoginPage :51 - click on [[ChromeDriver: chrome on windows (c99c4641079a7ac83ee85bf61aeda620)] -> xpath: //button[@type='submit']]
2024-12-17 19:12:450 INFO  AddUserPage :76 - Get page title of : [[ChromeDriver: chrome on windows (c99c4641079a7ac83ee85bf61aeda620)] -> xpath: //h5]
2024-12-17 19:12:744 INFO  AddUserPage :102 - Enter user name : Admin
2024-12-17 19:12:995 INFO  AddUserPage :108 - select user roll from drop down as Admin
2024-12-17 19:12:238 INFO  AddUserPage :115 - select user status from drop down as Enable
2024-12-17 19:12:454 INFO  AddUserPage :120 - Click on search button [[ChromeDriver: chrome on windows (c99c4641079a7ac83ee85bf61aeda620)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 19:12:815 INFO  AddUserPage :151 - Get the records found. [[ChromeDriver: chrome on windows (c99c4641079a7ac83ee85bf61aeda620)] -> xpath: //span[@class = 'oxd-text oxd-text--span']]
2024-12-17 19:12:870 INFO  AddUserPage :124 - get user name from search result [[ChromeDriver: chrome on windows (c99c4641079a7ac83ee85bf61aeda620)] -> xpath: //div[@role='columnheader'or normalize-space()='Username'][2]/ancestor::div[@role='rowgroup']/following-sibling::div[@class='oxd-table-body']//div[@class='oxd-table-cell oxd-padding-cell'][2]]
2024-12-17 19:12:168 INFO  AddUserPage :157 - Clicking on Reset button [[ChromeDriver: chrome on windows (c99c4641079a7ac83ee85bf61aeda620)] -> xpath: //button[normalize-space()='Reset']]
2024-12-17 19:12:794 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 19:12:996 INFO  LoginPage :46 - enter passwordadmin123
2024-12-17 19:12:270 INFO  LoginPage :51 - click on [[ChromeDriver: chrome on windows (e4e62d57d55188cb8df40851634ffec6)] -> xpath: //button[@type='submit']]
2024-12-17 19:12:579 INFO  AddUserPage :76 - Get page title of : [[ChromeDriver: chrome on windows (e4e62d57d55188cb8df40851634ffec6)] -> xpath: //h5]
2024-12-17 19:12:912 INFO  AddUserPage :102 - Enter user name : Orange Test
2024-12-17 19:12:125 INFO  AddUserPage :108 - select user roll from drop down as ESS
2024-12-17 19:12:333 INFO  AddUserPage :115 - select user status from drop down as Enable
2024-12-17 19:12:499 INFO  AddUserPage :120 - Click on search button [[ChromeDriver: chrome on windows (e4e62d57d55188cb8df40851634ffec6)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 19:12:749 INFO  AddUserPage :151 - Get the records found. [[ChromeDriver: chrome on windows (e4e62d57d55188cb8df40851634ffec6)] -> xpath: //span[@class = 'oxd-text oxd-text--span']]
2024-12-17 19:12:706 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 19:12:922 INFO  LoginPage :46 - enter passwordadmin123
2024-12-17 19:12:84 INFO  LoginPage :51 - click on [[ChromeDriver: chrome on windows (ac60d5c7fe916f08494d4ac1e7fa084d)] -> xpath: //button[@type='submit']]
2024-12-17 19:12:656 INFO  AddUserPage :76 - Get page title of : [[ChromeDriver: chrome on windows (ac60d5c7fe916f08494d4ac1e7fa084d)] -> xpath: //h5]
2024-12-17 19:12:36 INFO  AddUserPage :102 - Enter user name : iivanov643
2024-12-17 19:12:254 INFO  AddUserPage :108 - select user roll from drop down as ESS
2024-12-17 19:12:460 INFO  AddUserPage :115 - select user status from drop down as Enable
2024-12-17 19:12:720 INFO  AddUserPage :120 - Click on search button [[ChromeDriver: chrome on windows (ac60d5c7fe916f08494d4ac1e7fa084d)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 19:12:980 INFO  AddUserPage :151 - Get the records found. [[ChromeDriver: chrome on windows (ac60d5c7fe916f08494d4ac1e7fa084d)] -> xpath: //span[@class = 'oxd-text oxd-text--span']]
2024-12-17 19:12:42 INFO  AddUserPage :124 - get user name from search result [[ChromeDriver: chrome on windows (ac60d5c7fe916f08494d4ac1e7fa084d)] -> xpath: //div[@role='columnheader'or normalize-space()='Username'][2]/ancestor::div[@role='rowgroup']/following-sibling::div[@class='oxd-table-body']//div[@class='oxd-table-cell oxd-padding-cell'][2]]
2024-12-17 19:12:241 INFO  AddUserPage :157 - Clicking on Reset button [[ChromeDriver: chrome on windows (ac60d5c7fe916f08494d4ac1e7fa084d)] -> xpath: //button[normalize-space()='Reset']]
2024-12-17 19:12:707 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 19:12:03 INFO  LoginPage :46 - enter passwordadmin123
2024-12-17 19:12:174 INFO  LoginPage :51 - click on [[ChromeDriver: chrome on windows (304039ad271294ed85774054c28b8dfe)] -> xpath: //button[@type='submit']]
2024-12-17 19:12:861 INFO  AddUserPage :76 - Get page title of : [[ChromeDriver: chrome on windows (304039ad271294ed85774054c28b8dfe)] -> xpath: //h5]
2024-12-17 19:12:150 INFO  AddUserPage :102 - Enter user name : Enakin
2024-12-17 19:12:350 INFO  AddUserPage :108 - select user roll from drop down as ESS
2024-12-17 19:12:554 INFO  AddUserPage :115 - select user status from drop down as Enable
2024-12-17 19:12:732 INFO  AddUserPage :120 - Click on search button [[ChromeDriver: chrome on windows (304039ad271294ed85774054c28b8dfe)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 19:12:966 INFO  AddUserPage :151 - Get the records found. [[ChromeDriver: chrome on windows (304039ad271294ed85774054c28b8dfe)] -> xpath: //span[@class = 'oxd-text oxd-text--span']]
2024-12-17 19:12:29 INFO  AddUserPage :124 - get user name from search result [[ChromeDriver: chrome on windows (304039ad271294ed85774054c28b8dfe)] -> xpath: //div[@role='columnheader'or normalize-space()='Username'][2]/ancestor::div[@role='rowgroup']/following-sibling::div[@class='oxd-table-body']//div[@class='oxd-table-cell oxd-padding-cell'][2]]
2024-12-17 19:12:229 INFO  AddUserPage :157 - Clicking on Reset button [[ChromeDriver: chrome on windows (304039ad271294ed85774054c28b8dfe)] -> xpath: //button[normalize-space()='Reset']]
2024-12-17 20:12:646 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 20:12:832 INFO  LoginPage :46 - enter passwordadmin123
2024-12-17 20:12:07 INFO  LoginPage :51 - click on [[ChromeDriver: chrome on windows (3f841e96f0e9fa745b0bbc0ccf036ac8)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:311 INFO  DashboardPage :31 - get the Dashboard page title [[ChromeDriver: chrome on windows (3f841e96f0e9fa745b0bbc0ccf036ac8)] -> xpath: //div[@class='oxd-topbar-header-title']//h6]
2024-12-17 20:12:120 INFO  LoginPage :40 - enter user name :Admin
2024-12-17 20:12:338 INFO  LoginPage :46 - enter passwordadmin123
2024-12-17 20:12:546 INFO  LoginPage :51 - click on [[ChromeDriver: chrome on windows (52d5a5f50cae13e1671237403409e86e)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:866 INFO  HomePage :22 - verify user profile image is displayed  [[ChromeDriver: chrome on windows (52d5a5f50cae13e1671237403409e86e)] -> xpath: //span[@class='oxd-userdropdown-tab']]
2024-12-17 20:12:383 INFO  LoginPage :48 - enter user name :Admin
2024-12-17 20:12:589 INFO  LoginPage :54 - enter passwordadmin123
2024-12-17 20:12:766 INFO  LoginPage :59 - click on [[ChromeDriver: chrome on windows (870b244945c75f028ed12b995cd45bfe)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:311 INFO  DashboardPage :42 - Click on user profile image [[ChromeDriver: chrome on windows (870b244945c75f028ed12b995cd45bfe)] -> xpath: //img[@class='oxd-userdropdown-img']]
2024-12-17 20:12:690 INFO  DashboardPage :47 - Click on logout link [[ChromeDriver: chrome on windows (870b244945c75f028ed12b995cd45bfe)] -> link text: Logout]
2024-12-17 20:12:707 INFO  LoginPage :42 - get login page title
2024-12-17 20:12:563 INFO  LoginPage :48 - enter user name :Admin
2024-12-17 20:12:760 INFO  LoginPage :54 - enter passwordadmin123
2024-12-17 20:12:934 INFO  LoginPage :59 - click on [[ChromeDriver: chrome on windows (9175094b6e0022416135c4c2b2358b5b)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:674 INFO  DashboardPage :42 - Click on user profile image [[ChromeDriver: chrome on windows (9175094b6e0022416135c4c2b2358b5b)] -> xpath: //img[@class='oxd-userdropdown-img']]
2024-12-17 20:12:987 INFO  DashboardPage :47 - Click on logout link [[ChromeDriver: chrome on windows (9175094b6e0022416135c4c2b2358b5b)] -> link text: Logout]
2024-12-17 20:12:06 INFO  LoginPage :42 - get login page title
2024-12-17 20:12:798 INFO  LoginPage :48 - enter user name :
2024-12-17 20:12:44 INFO  LoginPage :54 - enter password
2024-12-17 20:12:480 INFO  LoginPage :59 - click on [[ChromeDriver: chrome on windows (dc3fd7435e04be1efd3d98ec684f352e)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:540 INFO  LoginPage :69 - get error message [[ChromeDriver: chrome on windows (dc3fd7435e04be1efd3d98ec684f352e)] -> xpath: //div[@class='orangehrm-login-slot-wrapper']//div[1]//div[1]//span[1]]
2024-12-17 20:12:175 INFO  LoginPage :48 - enter user name :test123@gmail.com
2024-12-17 20:12:356 INFO  LoginPage :54 - enter password
2024-12-17 20:12:487 INFO  LoginPage :59 - click on [[ChromeDriver: chrome on windows (06e21b94abed96f6c24f13b9fffe2a39)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:610 INFO  LoginPage :74 - get error message [[ChromeDriver: chrome on windows (06e21b94abed96f6c24f13b9fffe2a39)] -> xpath: //span[@class='oxd-text oxd-text--span oxd-input-field-error-message oxd-input-group__message']]
2024-12-17 20:12:910 INFO  LoginPage :48 - enter user name :
2024-12-17 20:12:103 INFO  LoginPage :54 - enter passwordtest123
2024-12-17 20:12:345 INFO  LoginPage :59 - click on [[ChromeDriver: chrome on windows (eefee65cf1e8301cdd6c3afad43f389e)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:388 INFO  LoginPage :69 - get error message [[ChromeDriver: chrome on windows (eefee65cf1e8301cdd6c3afad43f389e)] -> xpath: //div[@class='orangehrm-login-slot-wrapper']//div[1]//div[1]//span[1]]
2024-12-17 20:12:691 INFO  LoginPage :48 - enter user name :test123@gmail.com
2024-12-17 20:12:872 INFO  LoginPage :54 - enter passwordtest123
2024-12-17 20:12:805 INFO  LoginPage :59 - click on [[ChromeDriver: chrome on windows (305151971a4383394ffaabeda3a0444b)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:82 INFO  LoginPage :79 - get error message [[ChromeDriver: chrome on windows (305151971a4383394ffaabeda3a0444b)] -> xpath: //p[@class='oxd-text oxd-text--p oxd-alert-content-text']]
2024-12-17 20:12:799 INFO  LoginPage :48 - enter user name :Admin
2024-12-17 20:12:972 INFO  LoginPage :54 - enter passwordadmin123
2024-12-17 20:12:147 INFO  LoginPage :59 - click on [[ChromeDriver: chrome on windows (5de8c175a0d3332d9a05d5ce11cbf49c)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:736 INFO  DashboardPage :31 - get the Dashboard page title [[ChromeDriver: chrome on windows (5de8c175a0d3332d9a05d5ce11cbf49c)] -> xpath: //div[@class='oxd-topbar-header-title']//h6]
2024-12-17 20:12:730 INFO  LoginPage :48 - enter user name :Admin
2024-12-17 20:12:914 INFO  LoginPage :54 - enter passwordadmin123
2024-12-17 20:12:86 INFO  LoginPage :59 - click on [[ChromeDriver: chrome on windows (557f08245d04ed520ac3887c15635344)] -> xpath: //button[@type='submit']]
2024-12-17 20:12:87 INFO  AddUserPage :76 - Get page title of : [[ChromeDriver: chrome on windows (557f08245d04ed520ac3887c15635344)] -> xpath: //h5]
2024-12-17 20:12:857 INFO  AddUserPage :97 - click on add button[[ChromeDriver: chrome on windows (557f08245d04ed520ac3887c15635344)] -> xpath: //button[normalize-space()='Add']]
2024-12-17 20:12:204 INFO  AddUserPage :55 - Get Add User text [[ChromeDriver: chrome on windows (557f08245d04ed520ac3887c15635344)] -> xpath: //div[@class='orangehrm-card-container']/h6]
2024-12-17 20:12:485 INFO  AddUserPage :62 - Select User roles [[ChromeDriver: chrome on windows (557f08245d04ed520ac3887c15635344)] -> xpath: //label[normalize-space()='User Role']/parent::div/following-sibling::div//div[@class='oxd-select-wrapper']] as Admin
2024-12-17 20:12:819 INFO  AddUserPage :68 - Enter the Employee Name [[ChromeDriver: chrome on windows (557f08245d04ed520ac3887c15635344)] -> xpath: //label[normalize-space()='Employee Name']/parent::div/following-sibling::div//input] as a
2024-12-17 20:12:18 INFO  AddUserPage :73 - Enter the Username [[ChromeDriver: chrome on windows (557f08245d04ed520ac3887c15635344)] -> xpath: //label[normalize-space()='Username']/parent::div/following-sibling::div//input] as prime test
